question number,question text,answer,explination,,,,,,,,,,,,,,,,,,,,,,
Question: 165,"DreamHouse Realty (DR) employees started using company-owned airplanes for work travel after Ursa Major Solar was acquired. DR executives want to automate the submission travel request forms to enforce the Internal policy.  
How should an app builder automate travel requests based on these criteria?

A. Process Builder 
B. Workflow rule  
C. Approval process 
D. Apex",Answer: C,,,,,,,,,,,,,,,,,,,,,,,
Question: 166,"An App Builder has been asked to integrate Salesforce with an external web service. The web service must be notified every time an Opportunity is Won. Which two can satisfy this requirement?

A. Use a workflow rule and an outbound message 
B. Use a flow and an outbound message  
C. Use a process and Apex Code  
D. Use a process and an outbound message
","Answer: A, C",,,,,,,,,,,,,,,,,,,,,,,
Question: 167,"Universal Containers (UC) tracks Account locations in Zip Code, a custom text field with a validation rule to enforce proper formatting of the US ZIP+4 code for UC's orders.  
What formula should the app builder create on Order to display only the first five digits of Zip Code from the parent Account?

A. BEGINS(Account.Zip_Code_r, 5) 
B. TEXT(Account.Zip_Code_c, 5) 
C. LEFT(Account.Zip_Code_c, 5) 
D. LPAD(Account.Zip_Code__r, 5)
",Answer: C,,,,,,,,,,,,,,,,,,,,,,,
Question: 168,"Universal Containers manages leads in a Lead qualification queue where sales reps can accept ownership of the Lead. Campaign members are required to have a sales owner.  
What validation rule should an app builder configure?

A. AND( ISBLANK(Lead.Owner.Id) )  
B. NOT(ISNEW() && ISBLANK(Lead.Owner:Queue.Id)) 
C. AND(ISNEW(), ISBLANK(Lead.Owner:User.Id))  
D. NOT( ISBLANK(Lead.Owner:Queue.Id))",Answer: D,,,,,,,,,,,,,,,,,,,,,,,
Question: 169,"Universal Containers assigns system access via permission sets and permission set groups to ensure each user has proper access. One department with varying levels of support staff has five consistent permission sets they require in order to complete their duties. Some higher-level staff have additional permission sets that are only required for them.

How should an app builder recommend assigning permission sets to users?

A. Utilize the manage assignments button to assign a permission set group and additional individual permission sets to each user.  
B. Utilize the manage assignments button to assign each user with the same set of permission set groups and permission sets.

C. Utilize the Data Import Wizard to mass update the desired users with their full list of permission sets and permission set groups.  
D. Utilize the Data Loader to mass update the desired users with their full list of permission sets and permission set groups.",Answer: A,,,,,,,,,,,,,,,,,,,,,,,
Question: 170,"The developer at Universal Containers wants to test code in a sandbox environment. In order to ensure the code works properly, the sandbox needs to have at least half a gigabyte of dat  
a. The sandbox will need to be refreshed after each three-day sprint.

What type of sandbox should the App Builder provision to the developer?
 A. Developer  
B. Full Copy  
C. Developer Pro
D. Partial Data",Answer: C,,,,,,,,,,,,,,,,,,,,,,,
Question: 171,"Cloud Kicks is redefining its entire business process to convert the Manager Notes field from a long text area field. The goal is to encourage managers to be more concise in their comments and stay at 255 characters or less. There is preexisting information in the Manager Notes field that often is well beyond the character limit.

What would happen to any existing information if the app builder tries to convert a preexisting long text area field to text area?

A. Preexisting information will truncate to the first 255 characters.  
B. Preexisting information will remain even if it was over 255 characters. C.Preexistinginformationwill causea-e-r0--essacetopooup.  
D. Preexisting information in the field will be completely lost.",Answer: A,,,,,,,,,,,,,,,,,,,,,,,
Question: 172,"On the Account Lightning record page, users need to see ten fields and the ability to sort and wrap text on their Related Lists.  
What Related List type would the app builder select for the Related List Lightning component?

A. Enhanced List 
B. Basic List  
C. ListVlew  
D. List Class",Answer: A,,,,,,,,,,,,,,,,,,,,,,,
Question: 173,"Sales reps at Universal Containers use Salesforce on their mobile devices. They want a way to odd new contacts quickly and then follow up later to complete the additional Information necessary. What mobile solution should an App Builder recommend?

A. Customize the mobile menu to move Contacts to the top. 
B. Build a global action to create Contacts.  
C. Add a compact layout to Contacts.  
D. Use Path and set pre-defined values
",Answer: B,,,,,,,,,,,,,,,,,,,,,,,
Question: 174,"An App Builder is loading the data into salesforce. To link the new records back to the legacy system, a field will be used to track the legacy ID on the account object. For future data loads this ID will be used when upserting records. Which field attribute should be selected? Choose 2 answers

A. Unique  
B. Required  
C. External ID  
D. Text (encrypted)
","Answer: A, C",,,,,,,,,,,,,,,,,,,,,,,
Question: 175,"Universal Containers uses a private sharing model for opportunities. This model CANNOT be changed due to a regional structure A new sales operations team has been created. This team needs to perform analysis on Opportunity data, all should have read arid write access to all Opportunities.

What are two recommended solutions for the app builder to give the users appropriate access? Choose 2 answers

A. Create a criteria based sharing rule to all opportunities with the sales operations public group. 
B. Add a manual share for all opportunities with each user on the sales operations team.  
C. Add a permission set with 'View All"" and 'Modify All'' opportunity permissions enabled.  
D. Create a criteria-based sharing rule to share all opportunities with the sales operations private group
",Answer: A,,,,,,,,,,,,,,,,,,,,,,,
Question: 176,"DreamHouse Realty (DR) has many properties for sale and wants to identify the highest value of all Offer__c records on each Property__c record.  
What solution should the app builder use to meet DreamHouse Realty's needs?

A. Master-Detail Child Object 
B. Text Area (Long)  
C. Multi-select Pickllst  
D. Lookup Object",Answer: B,,,,,,,,,,,,,,,,,,,,,,,
Question: 177,"Which opportunity standard field is available to be configured directly? 
Choose3

A. Forecast category 
B. Stage  
C. Lead source  
D. Type
","Answer: B, C, D",,,,,,,,,,,,,,,,,,,,,,,
Question: 178,"An app builder needs to create new automation on an object.  
What best practice should the app builder follow when building out automation?

A. One Workflow rule per object.  
B. One Flow per object.  
C. One invocable process per object.  
D. One record change process per object
",Answer: C,,,,,,,,,,,,,,,,,,,,,,,
Question: 179,"Universal Containers wants sales reps to get permission from their managers before deleting Opportunities,  What can be used to meet these requirements?

A. Process Builder with Submit for Approval action.  
B. Approval Process with a triggered Flow process.  
C. Approval Process with Time-Dependent Workflow action. 
D. Two-step Approval Process.
",Answer: D,,,,,,,,,,,,,,,,,,,,,,,
